Student_ID,Student_Name,Gender,Age,Branch,CGPA,Attendance_Percentage,Technical_Skills,Internships,Projects,Certifications,Aptitude_Score,Communication_Score,Placement_Status,Company,Salary_Package_LPA
STU615,Aditi Bansal,Female,23,Information Technology,7.53,89.0,2,3,3,4,40.4,88.7,Placed,Deloitte,11.04
STU616,Priya Patel,Female,21,Artificial Intelligence & Machine Learning,7.03,87.4,5,0,3,2,77.9,73.5,Not Placed,Not Applicable,0.0
STU617,Manav Chauhan,Male,22,Computer Science Engineering,6.56,77.1,6,1,1,3,91.3,84.4,Not Placed,Not Applicable,0.0
STU618,Aditya Saxena,Male,20,Computer Science Engineering,7.47,90.3,6,2,2,2,49.5,46.6,Placed,Deloitte,9.49
STU619,Priya Malhotra,Female,21,Computer Science Engineering,7.35,92.1,6,1,2,2,75.9,69.3,Placed,Capgemini,7.59
STU620,Myra Gupta,Female,24,Information Technology,6.93,68.6,7,0,4,2,62.4,72.6,Not Placed,Not Applicable,0.0
STU621,Rahul Mehta,Male,20,Electronics & Communication,6.37,81.8,8,4,3,3,70.0,52.5,Placed,Wipro,9.82
STU622,Harsh Malhotra,Male,21,Computer Science Engineering,7.41,81.7,5,0,2,2,91.3,87.3,Placed,Accenture,8.05
STU623,Rohan Kapoor,Male,21,Civil Engineering,6.94,90.2,4,0,2,0,67.9,61.3,Not Placed,Not Applicable,0.0
STU624,Aditya Verma,Male,22,Computer Science Engineering,6.37,74.7,7,1,3,6,75.8,71.8,Placed,IBM,6.43
STU625,Diya Gupta,Female,22,Mechanical Engineering,7.44,72.8,5,1,2,2,39.3,56.7,Placed,Wipro,10.65
STU626,Manav Malhotra,Male,24,Electronics & Communication,9.01,82.0,8,2,3,0,75.2,47.1,Placed,TCS,11.69
STU627,Harsh Chatterjee,Male,21,Artificial Intelligence & Machine Learning,7.03,94.2,4,0,4,3,91.0,78.7,Placed,Accenture,9.73
STU628,Priya Bhatt,Female,25,Computer Science Engineering,8.9,65.6,4,2,2,1,45.4,70.7,Not Placed,Not Applicable,0.0
STU629,Vivaan Bhatt,Male,21,Electronics & Communication,9.51,67.7,6,1,2,0,56.2,68.6,Not Placed,Not Applicable,0.0
STU630,Aarav Singh,Male,22,Artificial Intelligence & Machine Learning,6.45,73.8,2,2,1,2,74.4,60.8,Placed,Wipro,6.75
STU631,Tanvi Sharma,Female,25,Civil Engineering,7.41,75.9,5,3,3,2,70.1,70.3,Not Placed,Not Applicable,0.0
STU632,Tanvi Agarwal,Female,20,Information Technology,9.5,58.8,5,1,3,2,37.5,84.0,Placed,Accenture,9.27
STU633,Sameer Tripathi,Male,20,Civil Engineering,7.28,98.0,6,0,3,3,65.0,54.7,Placed,Infosys,9.03
STU634,Aditya Gupta,Male,23,Artificial Intelligence & Machine Learning,7.44,78.4,4,2,4,3,56.0,73.4,Not Placed,Not Applicable,0.0
STU635,Rohan Patel,Male,22,Electronics & Communication,5.73,76.6,4,1,3,1,44.6,68.0,Placed,Capgemini,7.67
STU636,Karan Dwivedi,Male,23,Electronics & Communication,6.87,99.5,8,1,2,3,86.4,62.2,Not Placed,Not Applicable,0.0
STU637,Vivaan Joshi,Male,25,Electronics & Communication,7.96,88.6,5,0,3,1,62.1,40.3,Placed,Capgemini,10.37
STU638,Vivaan Singh,Male,22,Computer Science Engineering,9.83,73.6,7,0,4,3,79.7,64.8,Not Placed,Not Applicable,0.0
STU639,Yash Singh,Male,24,Electronics & Communication,7.2,82.0,4,1,6,3,40.9,75.1,Not Placed,Not Applicable,0.0
STU640,Karan Yadav,Male,21,Information Technology,5.74,79.5,5,1,3,5,72.6,69.9,Not Placed,Not Applicable,0.0
STU641,Karan Malhotra,Male,24,Mechanical Engineering,5.99,97.4,6,0,3,1,81.1,43.4,Placed,IBM,6.84
STU642,Harsh Chatterjee,Male,25,Artificial Intelligence & Machine Learning,7.36,78.0,9,1,3,5,57.6,83.7,Not Placed,Not Applicable,0.0
STU643,Reyansh Iyer,Male,22,Civil Engineering,8.58,62.7,5,1,3,2,53.1,89.7,Not Placed,Not Applicable,0.0
STU644,Vivaan Pandey,Male,25,Computer Science Engineering,8.04,57.5,5,1,5,1,38.5,63.4,Not Placed,Not Applicable,0.0
STU645,Siddharth Mishra,Male,21,Mechanical Engineering,7.86,97.7,8,0,4,1,46.4,99.7,Not Placed,Not Applicable,0.0
STU646,Aadhya Mishra,Female,20,Mechanical Engineering,8.71,70.5,5,2,1,3,53.9,52.6,Not Placed,Not Applicable,0.0
STU647,Diya Nair,Female,20,Mechanical Engineering,6.68,88.0,6,1,3,5,44.4,45.9,Not Placed,Not Applicable,0.0
STU648,Diya Iyer,Female,25,Information Technology,7.42,80.9,8,2,4,1,48.2,49.8,Placed,Capgemini,12.26
STU649,Simran Saxena,Female,23,Information Technology,6.88,75.0,4,2,2,3,64.8,68.7,Not Placed,Not Applicable,0.0
STU650,Yash Reddy,Male,22,Civil Engineering,7.13,76.9,6,2,2,4,67.0,38.3,Not Placed,Not Applicable,0.0
STU651,Siddharth Reddy,Male,22,Artificial Intelligence & Machine Learning,6.39,99.0,9,2,1,2,81.6,60.3,Placed,Wipro,10.56
STU652,Aditya Dwivedi,Male,20,Information Technology,7.06,62.6,7,1,4,1,48.3,100.0,Placed,Deloitte,8.08
STU653,Kavya Malhotra,Female,24,Electronics & Communication,7.37,75.4,6,2,1,4,62.4,42.4,Not Placed,Not Applicable,0.0
STU654,Nisha Mehta,Female,21,Electronics & Communication,7.03,90.9,5,1,3,3,54.5,56.8,Not Placed,Not Applicable,0.0
STU655,Rahul Agarwal,Male,24,Computer Science Engineering,7.24,64.6,4,0,2,3,53.2,49.5,Placed,Tech Mahindra,5.74
STU656,Aarav Singh,Male,24,Electronics & Communication,7.81,95.8,4,1,0,2,56.3,60.7,Not Placed,Not Applicable,0.0
STU657,Vihaan Mehta,Male,25,Mechanical Engineering,8.64,90.7,9,2,1,0,58.5,59.8,Not Placed,Not Applicable,0.0
STU658,Ishaan Bansal,Male,20,Computer Science Engineering,8.71,83.3,8,1,1,3,66.5,55.0,Not Placed,Not Applicable,0.0
STU659,Aadhya Mehta,Female,20,Civil Engineering,8.16,74.0,4,3,3,4,56.1,62.7,Not Placed,Not Applicable,0.0
STU660,Kritika Tripathi,Female,20,Computer Science Engineering,6.14,63.1,6,0,3,4,84.1,74.5,Not Placed,Not Applicable,0.0
STU661,Vihaan Patel,Male,25,Artificial Intelligence & Machine Learning,7.04,88.5,6,0,4,3,31.3,85.8,Not Placed,Not Applicable,0.0
STU662,Sam Kumar,Other,23,Computer Science Engineering,7.13,100.0,8,4,3,5,81.0,60.7,Placed,Deloitte,14.42
STU663,Kritika Gupta,Female,24,Computer Science Engineering,6.74,81.8,6,3,3,4,55.4,65.1,Placed,Infosys,7.79
STU664,Krishna Rao,Male,25,Civil Engineering,7.74,58.1,5,2,4,0,58.6,71.9,Placed,Capgemini,9.87
STU665,Sameer Mehta,Male,22,Artificial Intelligence & Machine Learning,5.81,85.5,4,1,4,3,61.8,46.5,Placed,Infosys,8.74
STU666,Arjun Rao,Male,21,Information Technology,9.09,90.3,6,3,3,1,74.7,62.7,Not Placed,Not Applicable,0.0
STU667,Arjun Pandey,Male,23,Computer Science Engineering,8.6,69.0,5,2,1,3,46.2,57.4,Not Placed,Not Applicable,0.0
STU668,Vivaan Dwivedi,Male,22,Electronics & Communication,7.88,72.3,6,1,2,2,50.2,79.3,Not Placed,Not Applicable,0.0
STU669,Reyansh Kapoor,Male,24,Electronics & Communication,7.34,71.0,5,0,0,4,71.0,91.3,Not Placed,Not Applicable,0.0
STU670,Kabir Pandey,Male,20,Artificial Intelligence & Machine Learning,8.63,73.6,5,2,3,1,31.4,53.3,Not Placed,Not Applicable,0.0
STU671,Krishna Kumar,Male,24,Artificial Intelligence & Machine Learning,8.09,77.9,4,1,3,8,61.4,84.2,Placed,Tech Mahindra,11.5
STU672,Ananya Chauhan,Female,25,Civil Engineering,8.51,69.7,7,0,1,1,47.6,43.1,Not Placed,Not Applicable,0.0
STU673,Manav Chauhan,Male,21,Artificial Intelligence & Machine Learning,7.34,65.2,6,3,2,2,43.9,68.0,Placed,Cognizant,10.07
STU674,Manav Kumar,Male,25,Information Technology,9.19,82.1,9,0,4,4,32.5,68.9,Placed,Deloitte,12.69
STU675,Karan Singh,Male,23,Artificial Intelligence & Machine Learning,8.57,77.8,3,2,2,3,75.9,42.7,Placed,Infosys,10.19
STU676,Alex Gupta,Other,23,Mechanical Engineering,7.91,74.8,7,0,5,5,64.9,52.6,Placed,Capgemini,10.62
STU677,Nikhil Iyer,Male,21,Artificial Intelligence & Machine Learning,8.66,81.0,5,2,4,2,49.9,51.1,Not Placed,Not Applicable,0.0
STU678,Harsh Pandey,Male,22,Information Technology,6.98,61.8,10,0,3,3,59.0,45.3,Not Placed,Not Applicable,0.0
STU679,Saanvi Verma,Female,22,Artificial Intelligence & Machine Learning,6.23,83.2,7,2,3,2,42.3,25.0,Placed,Cognizant,8.06
STU680,Kritika Agarwal,Female,23,Civil Engineering,7.72,75.0,6,2,4,4,52.3,61.9,Placed,HCLTech,10.55
STU681,Simran Joshi,Female,23,Artificial Intelligence & Machine Learning,7.34,82.9,5,1,3,4,58.4,63.7,Not Placed,Not Applicable,0.0
STU682,Aditya Reddy,Male,20,Mechanical Engineering,7.2,84.8,4,1,2,2,63.2,63.6,Placed,Cognizant,9.42
STU683,Harsh Patel,Male,22,Information Technology,8.62,93.6,6,1,6,1,69.1,76.5,Placed,HCLTech,11.61
STU684,Priya Dwivedi,Female,21,Computer Science Engineering,7.57,81.2,3,2,1,2,29.5,35.9,Not Placed,Not Applicable,0.0
STU685,Priya Chauhan,Female,22,Mechanical Engineering,7.66,92.8,3,2,3,1,69.1,59.3,Placed,IBM,13.45
STU686,Nikhil Reddy,Male,20,Artificial Intelligence & Machine Learning,7.07,76.1,8,3,2,7,30.9,100.0,Not Placed,Not Applicable,0.0
STU687,Shreya Saxena,Female,25,Mechanical Engineering,8.28,76.7,2,0,4,1,69.8,78.3,Not Placed,Not Applicable,0.0
STU688,Rohan Reddy,Male,23,Civil Engineering,8.1,78.9,5,1,2,3,58.2,78.4,Placed,IBM,10.69
STU689,Ananya Verma,Female,23,Mechanical Engineering,8.27,89.3,3,1,3,2,81.6,49.8,Placed,HCLTech,9.77
STU690,Rahul Sharma,Male,20,Computer Science Engineering,6.9,87.6,5,1,2,1,49.9,62.1,Not Placed,Not Applicable,0.0
STU691,Kabir Chatterjee,Male,21,Mechanical Engineering,8.7,81.6,6,2,2,4,76.1,30.5,Placed,Wipro,13.26
STU692,Ishaan Dwivedi,Male,23,Information Technology,9.24,65.3,7,3,3,5,41.0,73.8,Placed,Infosys,12.21
STU693,Aryan Pandey,Male,24,Mechanical Engineering,8.24,87.4,8,0,3,2,63.9,86.0,Placed,Tech Mahindra,10.62
STU694,Vivaan Joshi,Male,23,Electronics & Communication,6.59,69.7,4,1,4,4,25.3,43.3,Placed,Tech Mahindra,6.5
STU695,Ishaan Bansal,Male,24,Mechanical Engineering,6.6,69.0,5,2,4,4,77.9,47.6,Not Placed,Not Applicable,0.0
STU696,Aditi Bansal,Female,20,Information Technology,7.02,66.3,10,1,2,3,93.1,64.5,Not Placed,Not Applicable,0.0
STU697,Karan Mishra,Male,20,Information Technology,6.84,79.0,5,1,2,1,49.4,67.3,Not Placed,Not Applicable,0.0
STU698,Aadhya Yadav,Female,23,Computer Science Engineering,7.33,94.5,4,1,4,3,64.2,56.9,Placed,Tech Mahindra,11.52
STU699,Aarav Pandey,Male,22,Mechanical Engineering,8.03,68.4,4,2,2,2,70.0,52.8,Placed,Capgemini,10.52
STU700,Arjun Joshi,Male,24,Information Technology,7.69,100.0,5,1,2,2,34.1,52.9,Not Placed,Not Applicable,0.0
STU701,Karan Joshi,Male,21,Information Technology,7.6,90.9,5,2,8,2,48.5,64.3,Not Placed,Not Applicable,0.0
STU702,Aryan Sharma,Male,23,Mechanical Engineering,7.16,62.4,5,0,3,3,47.4,73.8,Placed,Tech Mahindra,10.11
STU703,Karan Mishra,Male,21,Electronics & Communication,7.33,75.4,5,0,3,1,100.0,64.3,Not Placed,Not Applicable,0.0
STU704,Aditya Saxena,Male,23,Computer Science Engineering,8.2,67.5,5,1,4,1,80.8,62.8,Not Placed,Not Applicable,0.0
STU705,Nikhil Kumar,Male,22,Electronics & Communication,5.39,88.0,4,1,1,2,58.1,38.6,Not Placed,Not Applicable,0.0
STU706,Noor Dwivedi,Other,22,Information Technology,7.39,68.1,6,2,4,4,76.0,78.0,Not Placed,Not Applicable,0.0
STU707,Ishaan Malhotra,Male,22,Information Technology,7.69,60.5,6,3,4,2,65.8,64.2,Placed,Tech Mahindra,11.54
STU708,Saanvi Iyer,Female,25,Computer Science Engineering,8.18,76.1,6,2,4,4,72.7,58.5,Placed,Capgemini,13.89
STU709,Harsh Kapoor,Male,22,Computer Science Engineering,6.39,94.0,2,1,3,2,43.0,68.8,Not Placed,Not Applicable,0.0
STU710,Nisha Mehta,Female,20,Artificial Intelligence & Machine Learning,6.34,77.7,6,1,3,1,86.7,52.3,Not Placed,Not Applicable,0.0
STU711,Nisha Mishra,Female,20,Electronics & Communication,7.98,84.8,2,1,2,4,48.2,58.8,Not Placed,Not Applicable,0.0
STU712,Sneha Kumar,Female,25,Computer Science Engineering,5.5,85.2,5,1,2,3,49.1,66.6,Not Placed,Not Applicable,0.0
STU713,Arjun Rao,Male,24,Information Technology,8.73,61.9,7,2,2,4,72.6,54.8,Not Placed,Not Applicable,0.0
STU714,Ishaan Nair,Male,21,Civil Engineering,7.63,69.2,8,2,2,1,68.2,40.3,Not Placed,Not Applicable,0.0
STU715,Reyansh Kapoor,Male,23,Computer Science Engineering,8.96,80.1,6,1,3,1,62.4,37.9,Not Placed,Not Applicable,0.0
STU716,Meera Bansal,Female,23,Information Technology,6.31,73.3,7,0,0,3,77.1,71.7,Not Placed,Not Applicable,0.0
STU717,Riya Joshi,Female,25,Mechanical Engineering,6.96,100.0,5,2,4,1,41.1,64.5,Placed,Accenture,7.39
STU718,Kavya Verma,Female,20,Civil Engineering,5.0,65.3,4,2,3,6,95.2,64.0,Not Placed,Not Applicable,0.0
STU719,Yash Chatterjee,Male,23,Mechanical Engineering,6.6,69.1,10,1,6,4,53.0,47.6,Not Placed,Not Applicable,0.0
STU720,Ishita Bansal,Female,20,Electronics & Communication,7.22,83.5,7,2,4,1,60.4,64.7,Not Placed,Not Applicable,0.0
STU721,Saanvi Singh,Female,24,Mechanical Engineering,5.44,72.5,3,0,1,4,95.5,59.0,Not Placed,Not Applicable,0.0
STU722,Sameer Reddy,Male,21,Information Technology,7.01,50.0,2,0,4,0,49.2,56.0,Not Placed,Not Applicable,0.0
STU723,Rohan Bhatt,Male,24,Mechanical Engineering,5.41,100.0,5,0,6,3,80.4,63.9,Placed,TCS,11.21
STU724,Simran Nair,Female,25,Computer Science Engineering,7.14,67.1,8,1,3,2,58.1,69.4,Not Placed,Not Applicable,0.0
STU725,Saanvi Yadav,Female,22,Civil Engineering,8.55,86.7,6,3,2,4,46.8,91.2,Not Placed,Not Applicable,0.0
STU726,Riya Verma,Female,22,Information Technology,7.37,65.0,1,2,1,2,55.1,73.5,Not Placed,Not Applicable,0.0
STU727,Karan Dwivedi,Male,22,Information Technology,9.06,69.6,5,1,4,5,72.2,77.9,Placed,IBM,11.55
STU728,Meera Verma,Female,24,Artificial Intelligence & Machine Learning,8.19,60.5,5,1,4,0,80.3,81.6,Not Placed,Not Applicable,0.0
STU729,Aryan Nair,Male,23,Mechanical Engineering,8.75,71.1,1,2,3,1,66.1,53.5,Placed,Deloitte,9.62
STU730,Yash Bansal,Male,21,Computer Science Engineering,6.64,72.3,6,0,2,2,33.2,60.2,Not Placed,Not Applicable,0.0
STU731,Ishaan Chatterjee,Male,22,Mechanical Engineering,6.61,78.4,3,0,4,4,73.4,51.4,Not Placed,Not Applicable,0.0
STU732,Kavya Bhatt,Female,25,Mechanical Engineering,7.75,75.5,2,1,6,1,59.4,54.8,Placed,HCLTech,11.34
STU733,Riya Malhotra,Female,25,Computer Science Engineering,5.82,62.7,9,1,3,2,42.2,58.6,Not Placed,Not Applicable,0.0
STU734,Manav Rao,Male,22,Mechanical Engineering,7.87,73.7,3,0,2,3,68.2,54.4,Not Placed,Not Applicable,0.0
STU735,Harsh Tripathi,Male,22,Mechanical Engineering,7.08,97.4,4,1,5,2,82.4,68.4,Not Placed,Not Applicable,0.0
STU736,Pooja Mishra,Female,21,Electronics & Communication,8.73,95.9,4,1,1,3,62.1,71.5,Not Placed,Not Applicable,0.0
STU737,Sameer Bansal,Male,22,Artificial Intelligence & Machine Learning,8.08,85.5,6,1,1,2,78.6,45.4,Not Placed,Not Applicable,0.0
STU738,Ishita Pandey,Female,21,Artificial Intelligence & Machine Learning,8.5,88.0,9,2,1,1,70.3,60.3,Not Placed,Not Applicable,0.0
STU739,Krishna Bansal,Male,25,Artificial Intelligence & Machine Learning,6.65,100.0,3,0,1,2,70.6,60.5,Not Placed,Not Applicable,0.0
STU740,Dhruv Reddy,Male,22,Artificial Intelligence & Machine Learning,8.45,86.9,5,2,2,5,56.5,42.9,Not Placed,Not Applicable,0.0
STU741,Yash Chatterjee,Male,24,Civil Engineering,8.84,87.7,6,0,3,1,76.7,53.5,Placed,HCLTech,12.55
STU742,Karan Dwivedi,Male,24,Computer Science Engineering,7.36,61.2,4,4,1,1,78.5,78.1,Not Placed,Not Applicable,0.0
STU743,Riya Malhotra,Female,25,Mechanical Engineering,6.66,66.6,5,0,1,3,76.3,77.9,Placed,Infosys,8.16
STU744,Ishaan Malhotra,Male,21,Artificial Intelligence & Machine Learning,6.68,79.6,7,0,2,2,56.4,40.6,Placed,Accenture,8.57
STU745,Krishna Pandey,Male,24,Information Technology,8.64,70.3,4,4,3,2,79.7,72.1,Not Placed,Not Applicable,0.0
STU746,Pooja Iyer,Female,21,Mechanical Engineering,10.0,68.0,5,2,5,1,69.0,42.9,Placed,Cognizant,16.73
STU747,Aryan Bhatt,Male,24,Civil Engineering,6.42,69.4,5,2,4,4,44.5,59.0,Not Placed,Not Applicable,0.0
STU748,Karan Chatterjee,Male,24,Artificial Intelligence & Machine Learning,6.34,62.9,5,0,3,1,55.1,63.5,Not Placed,Not Applicable,0.0
STU749,Diya Dwivedi,Female,21,Information Technology,8.32,70.5,6,3,1,0,52.5,76.3,Not Placed,Not Applicable,0.0
STU750,Aditi Tripathi,Female,23,Information Technology,6.65,84.1,7,0,2,2,26.2,62.4,Placed,Deloitte,6.2
STU751,Manav Kapoor,Male,24,Computer Science Engineering,8.42,100.0,9,0,0,3,80.1,49.8,Placed,Accenture,12.88
STU752,Nisha Pandey,Female,22,Artificial Intelligence & Machine Learning,7.87,89.6,1,0,2,2,100.0,47.2,Placed,Cognizant,8.25
STU753,Pooja Chauhan,Female,25,Information Technology,7.38,87.6,5,0,2,1,83.8,67.5,Not Placed,Not Applicable,0.0
STU754,Aryan Kumar,Male,23,Information Technology,7.84,60.5,3,1,5,4,64.9,55.5,Not Placed,Not Applicable,0.0
STU755,Aarav Saxena,Male,21,Electronics & Communication,7.78,81.4,5,1,3,2,52.7,58.9,Not Placed,Not Applicable,0.0
STU756,Ishita Rao,Female,23,Artificial Intelligence & Machine Learning,7.22,79.2,7,0,2,2,45.3,79.6,Not Placed,Not Applicable,0.0
STU757,Nisha Pandey,Female,20,Information Technology,5.64,83.5,8,3,4,0,64.7,71.5,Not Placed,Not Applicable,0.0
STU758,Krishna Yadav,Male,20,Information Technology,7.58,75.7,8,0,5,1,79.4,88.8,Not Placed,Not Applicable,0.0
STU759,Aditi Bhatt,Female,24,Mechanical Engineering,8.97,99.9,8,1,3,4,49.9,49.7,Not Placed,Not Applicable,0.0
STU760,Aadhya Kapoor,Female,24,Mechanical Engineering,5.79,80.6,5,1,2,1,100.0,54.4,Not Placed,Not Applicable,0.0
STU761,Ishaan Nair,Male,22,Information Technology,6.43,81.8,8,1,0,5,37.1,67.8,Placed,TCS,9.02
STU762,Rahul Joshi,Male,25,Mechanical Engineering,7.83,56.5,9,3,3,1,66.0,92.3,Placed,Accenture,11.45
STU763,Aarav Yadav,Male,23,Artificial Intelligence & Machine Learning,7.44,78.7,6,2,1,3,63.3,53.1,Not Placed,Not Applicable,0.0
STU764,Aadhya Gupta,Female,20,Information Technology,7.81,93.8,8,0,6,3,62.1,65.6,Not Placed,Not Applicable,0.0
STU765,Aarav Singh,Male,24,Artificial Intelligence & Machine Learning,6.7,86.7,6,2,4,4,51.8,84.8,Placed,Accenture,10.34
STU766,Riya Gupta,Female,25,Information Technology,8.56,54.1,8,2,3,2,63.5,65.7,Not Placed,Not Applicable,0.0
STU767,Priya Verma,Female,23,Electronics & Communication,7.45,74.6,5,1,7,2,53.9,80.3,Placed,Deloitte,12.32
STU768,Sneha Bhatt,Female,24,Civil Engineering,8.1,100.0,4,1,4,2,85.2,94.4,Placed,Accenture,11.18
STU769,Kabir Dwivedi,Male,24,Computer Science Engineering,7.72,78.2,3,1,3,2,91.2,69.4,Placed,Accenture,12.49
STU770,Tanvi Mehta,Female,20,Electronics & Communication,7.58,83.9,5,2,1,4,55.0,71.9,Not Placed,Not Applicable,0.0
STU771,Vivaan Reddy,Male,20,Electronics & Communication,8.03,99.4,6,1,2,4,32.4,76.1,Not Placed,Not Applicable,0.0
STU772,Meera Chauhan,Female,24,Computer Science Engineering,7.59,78.1,4,0,1,3,67.7,51.4,Not Placed,Not Applicable,0.0
STU773,Rohan Tripathi,Male,21,Computer Science Engineering,6.21,89.5,5,1,4,0,67.1,42.8,Not Placed,Not Applicable,0.0
STU774,Vihaan Rao,Male,24,Artificial Intelligence & Machine Learning,8.49,84.9,4,1,2,5,63.9,67.4,Placed,Capgemini,9.06
STU775,Priya Rao,Female,25,Computer Science Engineering,8.22,87.5,3,0,1,1,71.6,55.6,Not Placed,Not Applicable,0.0
STU776,Dhruv Bansal,Male,24,Artificial Intelligence & Machine Learning,5.29,84.6,8,1,2,1,86.9,80.8,Placed,HCLTech,7.72
STU777,Sameer Malhotra,Male,22,Artificial Intelligence & Machine Learning,6.75,73.4,8,2,1,1,77.0,69.7,Placed,TCS,8.38
STU778,Diya Dwivedi,Female,22,Artificial Intelligence & Machine Learning,8.44,74.6,8,0,3,5,71.6,80.5,Placed,TCS,10.58
STU779,Kritika Iyer,Female,22,Mechanical Engineering,5.57,69.7,5,2,1,2,75.6,47.0,Not Placed,Not Applicable,0.0
STU780,Meera Mishra,Female,21,Information Technology,8.34,60.3,5,1,3,1,66.5,80.0,Placed,Accenture,7.76
STU781,Myra Saxena,Female,21,Civil Engineering,7.26,94.9,3,4,3,0,45.0,30.5,Placed,TCS,11.02
STU782,Siddharth Kumar,Male,24,Information Technology,8.74,80.1,6,2,1,1,88.1,48.2,Placed,Deloitte,11.21
STU783,Vihaan Kapoor,Male,22,Mechanical Engineering,7.4,94.3,6,3,2,2,63.8,74.5,Not Placed,Not Applicable,0.0
STU784,Vihaan Tripathi,Male,21,Mechanical Engineering,6.68,98.8,10,2,3,3,45.0,57.5,Not Placed,Not Applicable,0.0
STU785,Kabir Saxena,Male,20,Electronics & Communication,7.71,80.6,8,2,6,1,41.7,58.9,Not Placed,Not Applicable,0.0
STU786,Ishita Kumar,Female,24,Information Technology,7.37,64.2,6,0,3,0,45.5,66.6,Not Placed,Not Applicable,0.0
STU787,Myra Dwivedi,Female,25,Mechanical Engineering,6.59,77.6,5,3,5,8,39.8,86.3,Placed,IBM,10.02
STU788,Ishaan Mehta,Male,23,Computer Science Engineering,9.62,71.9,8,1,1,5,74.0,36.2,Placed,Deloitte,10.28
STU789,Kabir Patel,Male,24,Artificial Intelligence & Machine Learning,6.43,56.2,4,1,2,2,58.8,83.7,Placed,Accenture,9.16
STU790,Tanvi Singh,Female,23,Information Technology,5.16,74.0,8,1,3,2,76.0,84.6,Placed,Wipro,8.18
STU791,Karan Tripathi,Male,22,Information Technology,8.98,79.1,3,1,3,3,83.1,57.4,Not Placed,Not Applicable,0.0
STU792,Shreya Pandey,Female,23,Computer Science Engineering,6.82,72.3,4,1,1,0,78.4,54.6,Not Placed,Not Applicable,0.0
STU793,Krishna Singh,Male,22,Civil Engineering,7.1,70.7,2,0,3,1,73.4,63.2,Placed,HCLTech,6.72
STU794,Tanvi Gupta,Female,20,Electronics & Communication,7.04,64.7,7,0,3,3,67.2,54.3,Not Placed,Not Applicable,0.0
STU795,Arjun Agarwal,Male,23,Information Technology,6.83,82.4,6,1,1,0,58.6,70.2,Not Placed,Not Applicable,0.0
STU796,Kritika Singh,Female,24,Civil Engineering,6.63,100.0,4,0,3,4,59.8,72.1,Not Placed,Not Applicable,0.0
STU797,Diya Chatterjee,Female,22,Information Technology,6.4,95.3,4,0,2,2,72.5,41.7,Not Placed,Not Applicable,0.0
STU798,Nisha Mishra,Female,24,Civil Engineering,7.46,87.8,8,1,4,3,44.7,51.2,Not Placed,Not Applicable,0.0
STU799,Shreya Malhotra,Female,21,Information Technology,7.0,88.1,5,0,4,2,61.0,47.2,Placed,Cognizant,6.85
STU800,Nisha Rao,Female,22,Computer Science Engineering,8.13,78.4,4,0,3,0,48.6,68.2,Not Placed,Not Applicable,0.0
